num_doc_cli,cod_tipo_doc_cli,cod_ejec_bco,num_doc_gte_inv,cod_gte_inv
3710079512336903420,1,5011585778571550166,6522136206531577599,6348457127782643712
5092801113581834243,1,5011585778571550166,6522136206531577599,6348457127782643712
7265651997667476055,1,5011585778571550166,6522136206531577599,6348457127782643712
2068453677345606569,1,5011585778571550166,6522136206531577599,6348457127782643712
493776684200152031,1,5011585778571550166,6522136206531577599,6348457127782643712
1561075831437839916,1,5011585778571550166,6522136206531577599,6348457127782643712
8006035512175142281,1,5011585778571550166,6522136206531577599,6348457127782643712
8428991305899158126,1,5011585778571550166,6522136206531577599,6348457127782643712
1433958071459644958,1,5011585778571550166,6522136206531577599,6348457127782643712
615804818968983281,1,5011585778571550166,6522136206531577599,6348457127782643712
4510198739681977955,1,5011585778571550166,6522136206531577599,6348457127782643712
32102716726977317,1,5011585778571550166,6522136206531577599,6348457127782643712
180978545053205856,1,5011585778571550166,6522136206531577599,6348457127782643712
4981251080718919646,1,5011585778571550166,6522136206531577599,6348457127782643712
2183484281464402040,1,5011585778571550166,6522136206531577599,6348457127782643712
2198321946891729140,1,5011585778571550166,6522136206531577599,6348457127782643712
5816571103301009974,1,5011585778571550166,6522136206531577599,6348457127782643712
137663592831996068,1,5011585778571550166,6522136206531577599,6348457127782643712
3520987856355769545,1,5011585778571550166,6522136206531577599,6348457127782643712
8682700036510124768,1,5011585778571550166,6522136206531577599,6348457127782643712
922245580068289514,1,5011585778571550166,6522136206531577599,6348457127782643712
8725094355952075536,1,5011585778571550166,6522136206531577599,6348457127782643712
2408873592555428987,1,5011585778571550166,6522136206531577599,6348457127782643712
7888064165702623658,1,5011585778571550166,6522136206531577599,6348457127782643712
1453436643117670782,1,5011585778571550166,6522136206531577599,6348457127782643712
3640722434195585287,1,6416927294022468676,5244890597619006213,7572336283602771689
7857949129745473295,1,5241512832883295054,8555897314520200098,5892352324634641774
1367619837469835063,1,814909631507805098,8555897314520200098,5892352324634641774
9210099031054887423,1,814909631507805098,8555897314520200098,5892352324634641774
4627645967981336971,1,7178309199261086616,4035831650893096308,2727520240940259531
3815689828506777613,1,6841642543965164801,7827484768931659151,3527339400366339877
288390343126246081,1,814909631507805098,8555897314520200098,5892352324634641774
8306651966171059740,1,5241512832883295054,8555897314520200098,5892352324634641774
2322021374403417371,1,814909631507805098,8555897314520200098,5892352324634641774
2450620564658154302,1,7178309199261086616,4035831650893096308,2727520240940259531
925247541574579341,1,5625361366120587001,3387807761749756262,4588499334736968753
284169963905918902,1,5241512832883295054,8555897314520200098,5892352324634641774
8587419055431114841,1,5625361366120587001,3387807761749756262,4588499334736968753
4036727231418663929,1,6841642543965164801,7827484768931659151,3527339400366339877
7086399813733452328,1,7178309199261086616,4035831650893096308,2727520240940259531
7425668312158071497,1,6841642543965164801,7827484768931659151,3527339400366339877
2637986672766227256,1,6666108604879770401,6524484114523694421,856805249389296756
9111603553330451782,1,6416927294022468676,5244890597619006213,7572336283602771689
5669811173459975504,1,5625361366120587001,3387807761749756262,4588499334736968753
3473312295214947790,1,6666108604879770401,6524484114523694421,856805249389296756
2763511055503964032,1,7178309199261086616,4035831650893096308,2727520240940259531
4123527459716845331,1,5625361366120587001,3387807761749756262,4588499334736968753
3209704085193304058,2,5625361366120587001,3387807761749756262,4588499334736968753
9055572250943572270,1,5241512832883295054,8555897314520200098,5892352324634641774
8196100098158106263,2,5625361366120587001,3387807761749756262,4588499334736968753
1648686568135357863,1,5241512832883295054,8555897314520200098,5892352324634641774
8345273736285060957,1,7178309199261086616,4035831650893096308,2727520240940259531
367240750181818760,1,5241512832883295054,8555897314520200098,5892352324634641774
8482019633871603913,1,6666108604879770401,6524484114523694421,856805249389296756
5544884899280339040,1,814909631507805098,8555897314520200098,5892352324634641774
2354196251940544448,1,7178309199261086616,4035831650893096308,2727520240940259531
9062354594523478816,1,3652018204082851204,688601118196461190,626418456100704273
6840559716207200593,1,5625361366120587001,3387807761749756262,4588499334736968753
8906344238564152224,1,6841642543965164801,7827484768931659151,3527339400366339877
1145806433797751094,1,7178309199261086616,4035831650893096308,2727520240940259531
3780334682101691024,1,6416927294022468676,5244890597619006213,7572336283602771689
2635852243123578475,1,5625361366120587001,3387807761749756262,4588499334736968753
745395261585074776,1,5241512832883295054,8555897314520200098,5892352324634641774
4279438142101659664,1,814909631507805098,8555897314520200098,5892352324634641774
5493617647768774086,1,6666108604879770401,6524484114523694421,856805249389296756
3125277115929580918,1,6841642543965164801,7827484768931659151,3527339400366339877
5515666030174547825,1,7178309199261086616,4035831650893096308,2727520240940259531
7364771324934449338,1,6841642543965164801,7827484768931659151,3527339400366339877
8102032130426236896,1,6416927294022468676,5244890597619006213,7572336283602771689
5462929421572405488,1,814909631507805098,8555897314520200098,5892352324634641774
5520323307637888208,1,5241512832883295054,8555897314520200098,5892352324634641774
1186110428856336741,1,5241512832883295054,8555897314520200098,5892352324634641774
5417626680061240830,1,7178309199261086616,4035831650893096308,2727520240940259531
3458333088082114069,1,6666108604879770401,6524484114523694421,856805249389296756
2864394108897783118,1,6841642543965164801,7827484768931659151,3527339400366339877
7539658764189835749,1,4102164071589996367,6924170661612155956,8665025414122498329
5497076995323314007,1,6416927294022468676,5244890597619006213,7572336283602771689
1692100852435164524,1,7178309199261086616,4035831650893096308,2727520240940259531
3351935968393169769,1,5625361366120587001,3387807761749756262,4588499334736968753
8838847888522131653,1,5625361366120587001,3387807761749756262,4588499334736968753
3489662434512599934,1,5241512832883295054,8555897314520200098,5892352324634641774
9131752684034614387,1,6841642543965164801,7827484768931659151,3527339400366339877
4530096421506338718,1,6666108604879770401,6524484114523694421,856805249389296756
5018135922893863964,1,7178309199261086616,4035831650893096308,2727520240940259531
1723324831435790009,1,6666108604879770401,6524484114523694421,856805249389296756
4804356240962231257,1,7178309199261086616,4035831650893096308,2727520240940259531
2041424833212915694,1,6666108604879770401,6524484114523694421,856805249389296756
7418669681916220688,1,5625361366120587001,3387807761749756262,4588499334736968753
5308396240628645766,1,7178309199261086616,4035831650893096308,2727520240940259531
5141565481672102186,1,5625361366120587001,3387807761749756262,4588499334736968753
6941601375094823214,1,7178309199261086616,4035831650893096308,2727520240940259531
7524385838067094162,1,7178309199261086616,4035831650893096308,2727520240940259531
3776316581347420944,1,4102164071589996367,6924170661612155956,8665025414122498329
1431139713866498129,1,6666108604879770401,6524484114523694421,856805249389296756
4845644893469199436,1,5241512832883295054,8555897314520200098,5892352324634641774
5545464908551466104,1,7178309199261086616,4035831650893096308,2727520240940259531
8812590782922502640,1,814909631507805098,8555897314520200098,5892352324634641774
5767909203134697679,1,3652018204082851204,688601118196461190,626418456100704273
6032094075670566244,1,7178309199261086616,4035831650893096308,2727520240940259531
7133611225460665201,1,3652018204082851204,688601118196461190,626418456100704273
1887800528976605473,1,6841642543965164801,7827484768931659151,3527339400366339877
5438663724215927521,1,6666108604879770401,6524484114523694421,856805249389296756
7280378247820995793,1,5625361366120587001,3387807761749756262,4588499334736968753
9059414025380013758,1,3652018204082851204,688601118196461190,626418456100704273
2909896282552258064,1,5625361366120587001,3387807761749756262,4588499334736968753
5198325916715527633,1,7178309199261086616,4035831650893096308,2727520240940259531
2185444906227756145,1,6416927294022468676,5244890597619006213,7572336283602771689
7742324605862933515,1,7178309199261086616,4035831650893096308,2727520240940259531
3520533238725329983,1,7178309199261086616,4035831650893096308,2727520240940259531
8885963792349265696,1,5625361366120587001,3387807761749756262,4588499334736968753
4406373873679780313,1,814909631507805098,8555897314520200098,5892352324634641774
2259586895799258929,1,5241512832883295054,8555897314520200098,5892352324634641774
1093696498173649085,1,7178309199261086616,4035831650893096308,2727520240940259531
5121789657264444737,1,6841642543965164801,7827484768931659151,3527339400366339877
843752012064780696,1,6666108604879770401,6524484114523694421,856805249389296756
2708485726534238659,1,5625361366120587001,3387807761749756262,4588499334736968753
3607096575090198467,1,5625361366120587001,3387807761749756262,4588499334736968753
6506707786789284991,1,5241512832883295054,8555897314520200098,5892352324634641774
8026972965741796731,1,6416927294022468676,5244890597619006213,7572336283602771689
3388882892265944917,1,6416927294022468676,5244890597619006213,7572336283602771689
2303065078126184252,1,3652018204082851204,688601118196461190,626418456100704273
8305026297805342129,1,7178309199261086616,4035831650893096308,2727520240940259531
5722681253220109016,1,6666108604879770401,6524484114523694421,856805249389296756
1664325965380268481,1,7178309199261086616,4035831650893096308,2727520240940259531
7480186314382250499,1,6666108604879770401,6524484114523694421,856805249389296756
5826883991881304937,1,5625361366120587001,3387807761749756262,4588499334736968753
586860698693230158,1,6666108604879770401,6524484114523694421,856805249389296756
7669372022896772992,3,6841642543965164801,7827484768931659151,3527339400366339877
5971968474673073434,1,5625361366120587001,3387807761749756262,4588499334736968753
2861217860721993667,1,5625361366120587001,3387807761749756262,4588499334736968753
5572573517505896447,1,6666108604879770401,6524484114523694421,856805249389296756
1520596064114237545,1,5625361366120587001,3387807761749756262,4588499334736968753
5082111895783009053,1,6841642543965164801,7827484768931659151,3527339400366339877
2332551605234736853,1,814909631507805098,8555897314520200098,5892352324634641774
1240058244950135455,1,814909631507805098,8555897314520200098,5892352324634641774
489259938504447003,1,814909631507805098,8555897314520200098,5892352324634641774
5989652074777675629,1,814909631507805098,8555897314520200098,5892352324634641774
9176445999059529243,1,3652018204082851204,688601118196461190,626418456100704273
2834007494497577380,1,6666108604879770401,6524484114523694421,856805249389296756
716297676896798370,1,814909631507805098,8555897314520200098,5892352324634641774
5733967907947810479,1,814909631507805098,8555897314520200098,5892352324634641774
9126096330005570983,1,814909631507805098,8555897314520200098,5892352324634641774
621675653161831519,1,6841642543965164801,7827484768931659151,3527339400366339877
6245103926482071283,1,6841642543965164801,7827484768931659151,3527339400366339877
6942400152728437452,1,7178309199261086616,4035831650893096308,2727520240940259531
3280922673122693165,1,5625361366120587001,3387807761749756262,4588499334736968753
6433616555853809243,1,5241512832883295054,8555897314520200098,5892352324634641774
520233959629255997,1,814909631507805098,8555897314520200098,5892352324634641774
8587868356616531205,1,5625361366120587001,3387807761749756262,4588499334736968753
3074356952578156606,1,7178309199261086616,4035831650893096308,2727520240940259531
5437400260135641411,1,3652018204082851204,688601118196461190,626418456100704273
6144508670298506052,1,7178309199261086616,4035831650893096308,2727520240940259531
7923126945422700866,1,5241512832883295054,8555897314520200098,5892352324634641774
1457968720520674153,1,814909631507805098,8555897314520200098,5892352324634641774
4564051908650549170,1,5241512832883295054,8555897314520200098,5892352324634641774
7994988261158815858,1,6416927294022468676,5244890597619006213,7572336283602771689
5951211766417113797,1,5625361366120587001,3387807761749756262,4588499334736968753
6169785722897246962,1,814909631507805098,8555897314520200098,5892352324634641774
5624838996763752767,1,6416927294022468676,5244890597619006213,7572336283602771689
6340397735211880051,1,5625361366120587001,3387807761749756262,4588499334736968753
205917351376087736,1,5625361366120587001,3387807761749756262,4588499334736968753
266399322011348922,1,5625361366120587001,3387807761749756262,4588499334736968753
6860165958726544726,1,7178309199261086616,4035831650893096308,2727520240940259531
8531086493809788419,1,5625361366120587001,3387807761749756262,4588499334736968753
2852394729855606198,1,5625361366120587001,3387807761749756262,4588499334736968753
528784951121959146,1,5241512832883295054,8555897314520200098,5892352324634641774
4175347109097367508,1,5241512832883295054,8555897314520200098,5892352324634641774
6300342761054908515,1,814909631507805098,8555897314520200098,5892352324634641774
404519014084772021,1,3652018204082851204,688601118196461190,626418456100704273
8512043806334936318,1,4102164071589996367,6924170661612155956,8665025414122498329
7019877646551634607,1,814909631507805098,8555897314520200098,5892352324634641774
4506756134042352316,1,5241512832883295054,8555897314520200098,5892352324634641774
3291928781928163792,1,3652018204082851204,688601118196461190,626418456100704273
2086961566132328581,2,5625361366120587001,3387807761749756262,4588499334736968753
4337415337456599761,1,814909631507805098,8555897314520200098,5892352324634641774
3107359839963205688,1,7178309199261086616,4035831650893096308,2727520240940259531
8766118027285174914,1,4102164071589996367,6924170661612155956,8665025414122498329
8952791681469621886,1,6841642543965164801,7827484768931659151,3527339400366339877
6667210822009097895,1,7178309199261086616,4035831650893096308,2727520240940259531
2036367670723045781,1,6841642543965164801,7827484768931659151,3527339400366339877
4141366868804262933,1,6841642543965164801,7827484768931659151,3527339400366339877
3573370976589956526,1,7178309199261086616,4035831650893096308,2727520240940259531
8604759541714317520,2,5625361366120587001,3387807761749756262,4588499334736968753
598640197812443515,1,6666108604879770401,6524484114523694421,856805249389296756
156767536655024115,1,6841642543965164801,7827484768931659151,3527339400366339877
2684399239575792965,1,6841642543965164801,7827484768931659151,3527339400366339877
6934346744461958516,1,6841642543965164801,7827484768931659151,3527339400366339877
1642225551908995328,1,814909631507805098,8555897314520200098,5892352324634641774
8873351786988294331,1,6666108604879770401,6524484114523694421,856805249389296756
4567839228074729627,1,6841642543965164801,7827484768931659151,3527339400366339877
6254837748067846238,1,6841642543965164801,7827484768931659151,3527339400366339877
3229630925345857895,1,5241512832883295054,8555897314520200098,5892352324634641774
3325527481113939933,1,814909631507805098,8555897314520200098,5892352324634641774
897773045508680716,3,6841642543965164801,7827484768931659151,3527339400366339877
7881037140472506430,1,6841642543965164801,7827484768931659151,3527339400366339877
76164528204805982,1,7178309199261086616,4035831650893096308,2727520240940259531
8439449834361498618,3,6841642543965164801,7827484768931659151,3527339400366339877
8484508545152278305,1,5241512832883295054,8555897314520200098,5892352324634641774
4673668866288240436,1,5241512832883295054,8555897314520200098,5892352324634641774
1262254564402046894,1,6841642543965164801,7827484768931659151,3527339400366339877
6787505883446411409,1,5625361366120587001,3387807761749756262,4588499334736968753
3976393316592643308,1,6841642543965164801,7827484768931659151,3527339400366339877
927862359591598030,1,814909631507805098,8555897314520200098,5892352324634641774
7262913017792703819,1,814909631507805098,8555897314520200098,5892352324634641774
7858476083047273157,1,6841642543965164801,7827484768931659151,3527339400366339877
4429831184209915476,1,5241512832883295054,8555897314520200098,5892352324634641774
9115799034930336113,1,6666108604879770401,6524484114523694421,856805249389296756
6888560397272638206,1,6416927294022468676,5244890597619006213,7572336283602771689
7454822493685771103,1,6841642543965164801,7827484768931659151,3527339400366339877
4900474457563292684,1,3652018204082851204,688601118196461190,626418456100704273
6651505150727147760,1,7178309199261086616,4035831650893096308,2727520240940259531
7335885906543960238,1,5625361366120587001,3387807761749756262,4588499334736968753
4018000823431713642,1,6666108604879770401,6524484114523694421,856805249389296756
1432563989298364226,1,814909631507805098,8555897314520200098,5892352324634641774
578309885278333534,1,6416927294022468676,5244890597619006213,7572336283602771689
7547947130170797487,1,3652018204082851204,688601118196461190,626418456100704273
4595533294735735838,1,814909631507805098,8555897314520200098,5892352324634641774
4296222332236785859,1,5241512832883295054,8555897314520200098,5892352324634641774
4843799922503800964,1,5625361366120587001,3387807761749756262,4588499334736968753
6865962670268409009,1,6416927294022468676,5244890597619006213,7572336283602771689
1141027274125312957,1,3652018204082851204,688601118196461190,626418456100704273
2953543567689929805,1,7178309199261086616,4035831650893096308,2727520240940259531
2539343022940816059,1,6416927294022468676,5244890597619006213,7572336283602771689
7230376180443092478,1,6841642543965164801,7827484768931659151,3527339400366339877
2057391407822767998,3,6841642543965164801,7827484768931659151,3527339400366339877
667132711049418338,1,7178309199261086616,4035831650893096308,2727520240940259531
7795299661460672849,1,5241512832883295054,8555897314520200098,5892352324634641774
3604121059472548781,1,7178309199261086616,4035831650893096308,2727520240940259531
2020590804174207837,1,5241512832883295054,8555897314520200098,5892352324634641774
3520793479264102920,1,6416927294022468676,5244890597619006213,7572336283602771689
5410713223251827578,1,5625361366120587001,3387807761749756262,4588499334736968753
7022961560219918915,1,6841642543965164801,7827484768931659151,3527339400366339877
6163337620519509388,1,6841642543965164801,7827484768931659151,3527339400366339877
4410482171817939784,1,5625361366120587001,3387807761749756262,4588499334736968753
4582811732779114510,1,6666108604879770401,6524484114523694421,856805249389296756
104234107688014624,1,7178309199261086616,4035831650893096308,2727520240940259531
7411976224929175972,1,5241512832883295054,8555897314520200098,5892352324634641774
6771783571958079176,1,814909631507805098,8555897314520200098,5892352324634641774
1342315961047725070,1,814909631507805098,8555897314520200098,5892352324634641774
5964178819200204899,1,7178309199261086616,4035831650893096308,2727520240940259531
1794667500138454420,1,6666108604879770401,6524484114523694421,856805249389296756
153578002908981855,1,6416927294022468676,5244890597619006213,7572336283602771689
1656619798007158800,1,5625361366120587001,3387807761749756262,4588499334736968753
8986856886008301746,1,5241512832883295054,8555897314520200098,5892352324634641774
8247042526513947058,1,6841642543965164801,7827484768931659151,3527339400366339877
5168200807578911103,1,6666108604879770401,6524484114523694421,856805249389296756
8990019952433580386,1,6841642543965164801,7827484768931659151,3527339400366339877
800159090553390375,1,814909631507805098,8555897314520200098,5892352324634641774
5381347638492614368,1,5241512832883295054,8555897314520200098,5892352324634641774
7181148910087157632,1,7178309199261086616,4035831650893096308,2727520240940259531
8268315179274723856,1,6666108604879770401,6524484114523694421,856805249389296756
3014319035533466997,1,7178309199261086616,4035831650893096308,2727520240940259531
20967738737058119,2,5625361366120587001,3387807761749756262,4588499334736968753
1217753112183917966,1,5625361366120587001,3387807761749756262,4588499334736968753
7228050755447806899,1,7178309199261086616,4035831650893096308,2727520240940259531
6920438206702519576,1,5241512832883295054,8555897314520200098,5892352324634641774
1919368377219148303,1,7178309199261086616,4035831650893096308,2727520240940259531
6364914768962006412,1,6841642543965164801,7827484768931659151,3527339400366339877
8976932390105001040,1,6841642543965164801,7827484768931659151,3527339400366339877
772950355359704869,1,7178309199261086616,4035831650893096308,2727520240940259531
7710740330096664789,1,6841642543965164801,7827484768931659151,3527339400366339877
8029759333456905814,1,5241512832883295054,8555897314520200098,5892352324634641774
9085212235209457283,2,6841642543965164801,7827484768931659151,3527339400366339877
6281809782051569297,1,6666108604879770401,6524484114523694421,856805249389296756
1576795305200574075,1,6841642543965164801,7827484768931659151,3527339400366339877
7460945736810657851,1,6841642543965164801,7827484768931659151,3527339400366339877
387833682360002513,1,6841642543965164801,7827484768931659151,3527339400366339877
2599604561465986024,1,3652018204082851204,688601118196461190,626418456100704273
1601314350922227505,1,5625361366120587001,3387807761749756262,4588499334736968753
6714507477298603972,1,6416927294022468676,5244890597619006213,7572336283602771689
3896256693570332733,1,6416927294022468676,5244890597619006213,7572336283602771689
323799038549083725,1,5625361366120587001,3387807761749756262,4588499334736968753
9040781955975239783,1,3652018204082851204,688601118196461190,626418456100704273
7991526201178050320,1,5241512832883295054,8555897314520200098,5892352324634641774
3583201533987043389,1,5625361366120587001,3387807761749756262,4588499334736968753
8106555743960354829,1,7178309199261086616,4035831650893096308,2727520240940259531
3162469516127483952,1,5241512832883295054,8555897314520200098,5892352324634641774
8209782029865817705,1,7178309199261086616,4035831650893096308,2727520240940259531
6069486692310490359,1,6666108604879770401,6524484114523694421,856805249389296756
9129371674063805534,1,6666108604879770401,6524484114523694421,856805249389296756
1812095937349059453,1,6841642543965164801,7827484768931659151,3527339400366339877
8988135517550894346,1,6416927294022468676,5244890597619006213,7572336283602771689
4842429478241419661,1,814909631507805098,8555897314520200098,5892352324634641774
9134534239626823534,1,6666108604879770401,6524484114523694421,856805249389296756
5828219000067254176,1,3652018204082851204,688601118196461190,626418456100704273
2752425117630064756,1,6666108604879770401,6524484114523694421,856805249389296756
1661318568261662147,1,6666108604879770401,6524484114523694421,856805249389296756
3965521382401697467,1,5241512832883295054,8555897314520200098,5892352324634641774
4881193281695407287,1,5241512832883295054,8555897314520200098,5892352324634641774
6764360510413117920,1,3652018204082851204,688601118196461190,626418456100704273
6200367821512441600,1,7178309199261086616,4035831650893096308,2727520240940259531
1911121626108388499,1,7178309199261086616,4035831650893096308,2727520240940259531
6002372906946063586,1,5625361366120587001,3387807761749756262,4588499334736968753
2229405899634349739,1,6841642543965164801,7827484768931659151,3527339400366339877
2938101196082788782,1,6841642543965164801,7827484768931659151,3527339400366339877
3891143129793485217,1,6666108604879770401,6524484114523694421,856805249389296756
810583263363492880,1,6841642543965164801,7827484768931659151,3527339400366339877
4685998763434552402,1,6416927294022468676,5244890597619006213,7572336283602771689
1554950567072981648,1,814909631507805098,8555897314520200098,5892352324634641774
6643348139620744120,1,6416927294022468676,5244890597619006213,7572336283602771689
186902862583586181,1,6841642543965164801,7827484768931659151,3527339400366339877
5813266912986048790,1,814909631507805098,8555897314520200098,5892352324634641774
2139014697379651686,1,6666108604879770401,6524484114523694421,856805249389296756
5098125162437565559,1,5241512832883295054,8555897314520200098,5892352324634641774
5651931818488697345,1,5625361366120587001,3387807761749756262,4588499334736968753
4043913616478230160,1,5241512832883295054,8555897314520200098,5892352324634641774
2948847218734664580,1,5241512832883295054,8555897314520200098,5892352324634641774
5876547677048287876,1,814909631507805098,8555897314520200098,5892352324634641774
5012357045278482413,1,6416927294022468676,5244890597619006213,7572336283602771689
3611263735189211557,1,6666108604879770401,6524484114523694421,856805249389296756
6523535907006523137,1,6666108604879770401,6524484114523694421,856805249389296756
8170972567555980074,1,5625361366120587001,3387807761749756262,4588499334736968753
4334053496175434114,1,6416927294022468676,5244890597619006213,7572336283602771689
4107353388654774954,1,6666108604879770401,6524484114523694421,856805249389296756
4829336082857923629,1,6416927294022468676,5244890597619006213,7572336283602771689
3551098440389878761,1,814909631507805098,8555897314520200098,5892352324634641774
3880925838718016515,1,6666108604879770401,6524484114523694421,856805249389296756
7491194778085498226,1,5625361366120587001,3387807761749756262,4588499334736968753
4824207490154697607,1,6666108604879770401,6524484114523694421,856805249389296756
7596659689341339114,1,7178309199261086616,4035831650893096308,2727520240940259531
2868662194460560028,1,5241512832883295054,8555897314520200098,5892352324634641774
6273642771093416616,1,6666108604879770401,6524484114523694421,856805249389296756
5638371098821902428,1,7178309199261086616,4035831650893096308,2727520240940259531
8469125406760175844,1,6666108604879770401,6524484114523694421,856805249389296756
52418653626930895,1,6666108604879770401,6524484114523694421,856805249389296756
8873157623977429921,1,3652018204082851204,688601118196461190,626418456100704273
82631726665974354,1,814909631507805098,8555897314520200098,5892352324634641774
266018286641343939,1,5241512832883295054,8555897314520200098,5892352324634641774
615852523508054173,1,5625361366120587001,3387807761749756262,4588499334736968753
7089206526478050726,1,814909631507805098,8555897314520200098,5892352324634641774
2048730947460869255,1,814909631507805098,8555897314520200098,5892352324634641774
3921933317590253392,1,5241512832883295054,8555897314520200098,5892352324634641774
7607310070208572466,1,6666108604879770401,6524484114523694421,856805249389296756
6908790166059535609,1,5625361366120587001,3387807761749756262,4588499334736968753
8776715194455903533,1,6666108604879770401,6524484114523694421,856805249389296756
5373321846297529127,2,814909631507805098,8555897314520200098,5892352324634641774
8854748029392668033,1,5625361366120587001,3387807761749756262,4588499334736968753
1861875749121644841,1,5241512832883295054,8555897314520200098,5892352324634641774
6879507011652663896,1,5625361366120587001,3387807761749756262,4588499334736968753
2718227742514528399,1,7178309199261086616,4035831650893096308,2727520240940259531
707087899028883607,1,6666108604879770401,6524484114523694421,856805249389296756
7860396962536111697,1,6841642543965164801,7827484768931659151,3527339400366339877
2112042813389729356,1,5241512832883295054,8555897314520200098,5892352324634641774
4491571195779638106,1,6416927294022468676,5244890597619006213,7572336283602771689
5808924296693343254,1,6841642543965164801,7827484768931659151,3527339400366339877
634944985106273024,1,814909631507805098,8555897314520200098,5892352324634641774
7148905696733327882,1,6666108604879770401,6524484114523694421,856805249389296756
2299634989830287165,1,814909631507805098,8555897314520200098,5892352324634641774
5374457882875264905,2,5625361366120587001,3387807761749756262,4588499334736968753
981592340744482287,1,5625361366120587001,3387807761749756262,4588499334736968753
1065902724193732198,1,6416927294022468676,5244890597619006213,7572336283602771689
6102392371001060089,1,5241512832883295054,8555897314520200098,5892352324634641774
9150600960175884797,1,6416927294022468676,5244890597619006213,7572336283602771689
5115750887022267370,1,6841642543965164801,7827484768931659151,3527339400366339877
4637476181929295054,1,5625361366120587001,3387807761749756262,4588499334736968753
4545381514466348111,1,5625361366120587001,3387807761749756262,4588499334736968753
4226123644499565525,1,7178309199261086616,4035831650893096308,2727520240940259531
4855216913351200936,1,5241512832883295054,8555897314520200098,5892352324634641774
4738701877061963841,1,6666108604879770401,6524484114523694421,856805249389296756
6639313134165948247,1,5625361366120587001,3387807761749756262,4588499334736968753
2707278826919847562,1,5625361366120587001,3387807761749756262,4588499334736968753
8300799260485773080,1,7178309199261086616,4035831650893096308,2727520240940259531
6627257340950837380,1,6416927294022468676,5244890597619006213,7572336283602771689
6170263337742559884,1,5625361366120587001,3387807761749756262,4588499334736968753
7708508915718300192,1,6416927294022468676,5244890597619006213,7572336283602771689
